id,class,language,source,topic,year,title,text,url,
45,false,pt,webpage,political,2018,"Ciro Gomes elogia Temer: ""Conspirador, safado, vaidoso e filho da #$%@"". ","Ciro Gomes elogia Temer: ""Conspirador, safado, vaidoso e filho da #$%@"".  Ciro gomes metralhou Michel Temer.  Disse Ciro em abril de 2016: No dia seguinte em que a Dilma perder o mandato, o eleitor frustrado do Aécio não se verá representado [...] a crise econômica vai piorar [...] e quem está preocupado com a decência do Brasil, que durma com um barulho desses ..."" O Michel Temer é vaidoso, safado, conspirador e um grande FDP """,https://www.diariodobrasil.org/ciro-gomes-elogia-temer-conspirador-safado-vaidoso-e-filho-da/,
46,false,pt,webpage,political,2018,"Apavorado, Lindbergh grava vídeo após declaração de general do Exército.","Apavorado, Lindbergh grava vídeo após declaração de general do Exército.  É impressionante como a fala do General Mourão continua causando diarreia nos políticos.  Dessa vez foi o nobre senador Lindbergh Farias (o lindinho) que postou um vídeo nas redes sociais. Farias disse que está inconformado com a fala do general (que prometeu colocar ordem no país) e também cobrou uma postura enérgica do presidente Temer contra o General. ""Eu estou inconformado ... já protocolei isso, protocolei aquilo ... e blá,blá,blá"" disse o senador. É isso aí senador, continue cutucando o vespeiro [...] estamos ansiosos para o Exército tomar o comando do país e colocar ordem nesse chiqueiro até as próximas eleições.",https://www.diariodobrasil.org/apavorado-lindbergh-grava-video-apos-declaracao-de-general-do-exercito/,
47,false,pt,webpage,tv_celebrities,2018,"""CLODOVIL foi assassinado porque queria diminuir o número de deputados"" diz Ronaldo Ésper.","""CLODOVIL foi assassinado porque queria diminuir o número de deputados"" diz Ronaldo Ésper.  Por várias vezes ele bateu na tecla de que as ""urnas eletrônicas eram totalmente manipuladas."" O deputado federal Clodovil Hernandes também era autor de um projeto ( PEC 280/2008 ) que defendia a redução do número de parlamentares pela metade, o que poderia economizar aos cofres públicos algo em torno de R$ 315 milhões por ano.",https://www.diariodobrasil.org/clodovil-foi-assassinado-porque-queria-diminuir-o-numero-de-deputados-diz-ronaldo-esper/,
48,false,pt,webpage,political,2017,Eles destruíram um país em menos de 20 anos. ,"Eles destruíram um país em menos de 20 anos.  O governo do PT sem maquiagens.  APOIO DO CONGRESSO ELES *** (Lula, Dilma e sua cria ? Michel Temer) *** estiveram à frente de um governo que comprava (e ainda compra, no caso de Temer) votos no Congresso com dinheiro público desviado.",https://www.diariodobrasil.org/eles-destruiram-um-pais/,
49,false,pt,webpage,political,2017,"Caduquice ou desrespeito? Lula faz ""piada estúpida"" e se compara a Deus. ","Caduquice ou desrespeito? Lula faz ""piada estúpida"" e se compara a Deus. .  Durante depoimento realizado na manhã realizado em Brasília, Lula foi questionado pelo juiz da 10a Vara Federal sobre seu amigo, o pecuarista José Carlos Bumlai. O magistrado queria saber se Bumlai usou o nome do ex-presidente para obter facilidades juntos à Petrobras. A resposta de Lula (acreditem se quiser) ao juiz foi: ""Se o senhor soubesse quanta gente usa meu nome em vão. As pessoas tinham que ler mais a Bíblia para não usar tanto meu nome em vão"". Lula acha que é Deus!",https://www.diariodobrasil.org/caduquice-ou-desrespeito-lula-faz-piada-estupida-e-se-compara-a-deus/,
50,false,pt,webpage,tv_celebrities,2017,"Fátima Bernardes é flagrada em clima de romance com novo ""affair"".","Fátima Bernardes é flagrada em clima de romance com novo ""affair"". Fátima Bernardes (55 anos) foi fotografada ao lado de um moreno simpático na noite de hoje (2). O casal aparentava um certo ""ar de romance"". Ambos foram passear no Shopping da Gávea, zona sul do Rio, e curtir um cineminha. Nas imagens abaixo, eles aparecem sorrindo, andando de mãos dadas e abraçadinhos. De acordo com o jornalista ""fofoqueiro"" Léo Dias, o galã que conquistou o coração de Fátima se chama Túlio Gadêlha, é advogado e tem 29 anos. Ahhh.... o filme que o casal foi assistir se chama ""Depois daquela montanha"".",https://www.diariodobrasil.org/tchau-bonner-fatima-bernardes-e-flagrada-em-clima-de-romance/,
51,false,pt,webpage,political,2017,Consultoria internacional elege Temer como o presidente mais impopular do planeta,"Consultoria internacional elege Temer como o presidente mais impopular do planeta. Temer é o cara! Ele conseguiu uma façanha mundial ao superar Dilma Rousseff no quesito impopularidade.  O peemedebista foi considerado o presidente com a maior taxa de rejeição do planeta, perdendo até para o presidente da Venezuela, Nicolás Maduro. A pesquisa, que foi executada pelo Grupo Eurasia, coletou dados durante os meses de agosto e setembro deste ano. Michel, o homem que prometeu estancar a sangria, consegiu míseros 3% de aprovação popular, a menor taxa do mundo, seguido por: Jacob Zuma África do Sul (corrupto)  18% de apoio popular. Nicolás Maduro Tirano da Venezula  23% Enrique Penã Nieto  México 28% Theresa May  primeira-ministra do Reino Unido 31% Donald Trump  EUA  37% Emmanuel Macron França  45%",https://www.diariodobrasil.org/consultoria-internacional-elege-temer-como-o-presidente-mais-impopular-do-planeta/,
52,false,pt,webpage,political,2017,Câmara salva Temer.,"Câmara salva Temer. Deputados comprados venderam o Brasil!. .  Michel Temer conseguiu os 172 votos de que precisava para se livrar dos crimes que cometeu. A partir de agora, o presidente só poderá ser processado quando terminar seu mandato. O voto de número 172 foi do deputado Lelo Coimbra, do PMDB/ES. Com essa palhaçada, o plenário da Câmara rejeitou oficialmente a segunda denúncia da PGR contra o presidente. Os ministros Moreira Franco e Eliseu Padilha também ficam livres de qualquer punição (até dezembro de 2018). Em breve, a lista dos ""cúmplices"" de Temer.",https://www.diariodobrasil.org/camara-salva-temer-deputados-comprados-venderam-o-brasil/,
53,false,pt,webpage,political,2017,O que você faria se o mundo fosse acabar? Jean Wyllys responde pra você.  ,"O que você faria se o mundo fosse acabar? Jean Wyllys responde pra você.  A jornalista Leda Nagle entrevistou o deputado do PSOL Jean ""BBB"" Wyllys.  Ela perguntou para o nobre parlamentar o que ele faria se o mundo fosse acabar de repente. ""Diga 3 coisas que você faria se o mundo tivesse data para acabar"" disse Leda. Vejam o que o ""suposto"" moralista do Congresso Nacional respondeu: Parabéns deputado! Vossa excelência chega a dar nojo! Jean Wyllys continua sendo um BBB, só que agora ele usa terno e gravata [...] não mudou nada.",https://www.diariodobrasil.org/o-que-voce-faria-se-o-mundo-fosse-acabar-jean-wyllys-responde-trepar-e-usar-drogas/,
54,false,pt,webpage,political,2017,"É melhor ""JAIR"" se acostumando.","É melhor ""JAIR"" se acostumando. Bolsonaro dispara nas intenções de voto em Santa Catarina.  Jair Bolsonaro dispara na liderança das intenções de voto para presidente em Santa Catarina.  O levantamento foi feito pelo Instituto Paraná Pesquisas. A pesquisa traz dois cenários distintos. O primeiro com o governador Geraldo Alckmin [...] já o segundo, com João Dória.",https://www.diariodobrasil.org/e-melhor-jair-se-acostumando-bolsonaro-dispara-nas-intencoes-de-voto-em-santa-catarina/,
55,false,pt,webpage,political,2017,Saiba quem são os 44 senadores que votaram a favor de Aécio Neves.,"Saiba quem são os 44 senadores que votaram a favor de Aécio Neves.  Aécio está livre, leve e solto e poderá retomar o mandato, além de escapar do recolhimento noturno determinado pela Primeira Turma do STF. Na verdade, tudo não passou de um grande acordo nacional, com STF, com senado, com tudo. Foram 44 votos favoráveis ao senador e 26 contrários.",https://www.diariodobrasil.org/saiba-quem-sao-os-44-senadores-que-votaram-a-favor-de-aecio-neves/,
56,false,pt,webpage,tv_celebrities,2017,"Faustão chama político de ""safado"" e internautas tentam descobrir se crítica foi para Aécio ou Temer.","Faustão chama político de ""safado"" e internautas tentam descobrir se crítica foi para Aécio ou Temer.  Quando a missão é dar alfinetadas no políticos, Faustão não mede esforços e vai pra cima com tudo!.  O músico MC Kevinho estava no palco explicando que fez uma parceria com o cantor Wesley Safadão [...] foi o bastante para que Fausto Silva interrompesse Kevinho e soltasse os cachorros. O apresentador questionou o MC em tom de ironia: ""Safadão? Qual Safadão? Safadão é o que mais tem no Brasil. O último safado que apareceu agora era o que se dizia mais correto"" , disse. O comentário não passou despercebido nas redes sociais e a dúvida era se Fausto fez uma crítica direta a Aécio ou a Temer. De quem será que o apresentador estava falando ? abaixo algumas postagens do twitter:",https://www.diariodobrasil.org/faustao-chama-politico-de-safado-e-internautas-tentam-descobrir-se-critica-foi-para-aecio-ou-temer/,
57,false,pt,webpage,political,2017,"Lula tropeça nas palavras: ""Serei candidato com a ajuda do povo baiano ... é só dar 10 reais para o pobre"".","Lula tropeça nas palavras: ""Serei candidato com a ajuda do povo baiano ... é só dar 10 reais para o pobre"". .  ""O PT era uma organização criminosa, foi criado para ser a nave mãe [...] e o Lula como era a pessoa mais famosa dessa organização criminosa, era o chefe, portanto tudo que o Lula fez no governo foi para roubar"" debochou o ex-presidente. No final do vídeo (aos 50 segundos) , Lula escorrega em sua própria ironia e diz o que pensa sobre o povo da Bahia: "" ... serei candidato para ganhar, se Deus quiser com a ajuda do povo baiano ... cê dá 10 reais pro pobre e ele vira um consumidor ... basta apenas a gente saber lidar com o povo"" leia também:",https://www.diariodobrasil.org/lula-tropeca-nas-palavras-serei-candidato-com-a-ajuda-do-povo-baiano-e-so-dar-10-reais-para-o-pobre/,
58,false,pt,webpage,political,2017,"Antagonista: Lobão pode mudar o relator da ""PEC do fim do foro"" e dar um golpe nos brasileiros.","Antagonista: Lobão pode mudar o relator da ""PEC do fim do foro"" e dar um golpe nos brasileiros.  O senador Edison Lobão, que preside a CCJ (Comissão de Constituição e Justiça do senado) decidiu que irá indicar outro relator para a PEC do fim do foro privilegiado. Randolfe Rodrigues, atual relator, tem lutado com unhas e dentes para defender o fim da ""mamata política"". Caso isso aconteça, Lobão irá demonstrar (mais uma vez) que não merece o cargo que tem [...] essa atitude é um ataque direto ao povo brasileiro! Vale lembrar que o nome de Lobão já foi citado em algumas delações de ex-executivos de empreiteiras que estão presos pela Operação Lava Jato. O senador quer jogar todo o trabalho de Randolfe, Álvaro Dias (autor da PEC) e outros 39 senadores que apoiam o prejeto no LIXO! Assista o comentário de Diego Amorim para o Antagonista :",https://www.diariodobrasil.org/lobao-pode-mudar-o-relator-da-pec-fim-foro-e-dar-um-golpe-nos-brasileiros/,
59,false,pt,webpage,political,2017,"Deputados trocam elogios durante comissão: ""Caloteiro...vagabundo..."" Assista o vídeo.","Deputados trocam elogios durante comissão: ""Caloteiro...vagabundo..."" Assista o vídeo. Os parlamentares Arlindo Chinaglia (PT-SP) e Arthur Maia (SD-BA) trocaram farpas na comissão da Previdência. Chinaglia chamou Maia de caloteiro e  vagabundo e foi retrucado: ""Vagabundo é você"", disse o petista. Parabéns deputados, vocês nos representam!",https://www.diariodobrasil.org/deputados-trocam-elogios-durante-comissao-caloteiro-vagabundo-assista-o-video/,
60,false,pt,webpage,society,2017,"Após chamar brasileiros de ""babacas"", Neymar aparece em festa regada a bebidas e mulheres.","Após chamar brasileiros de ""babacas"", Neymar aparece em festa regada a bebidas e mulheres. .  #retrospectiva2017 No mesmo dia em que xingou com palavrões os críticos da seleção brasileira , o atacante Neymar apareceu em um vídeo nas redes sociais participando de uma festa com os ""parças"". A balada foi filmada em Las Vegas, nos Estados Unidos, e foi regada com espumante, música eletrônica e muitas mulheres, numa espécie de resort para ricaços.",https://www.diariodobrasil.org/apos-chamar-brasileiros-de-babacas-neymar-aparece-em-festa-regada-a-bebidas-e-mulheres/,
61,false,pt,webpage,tv_celebrities,2016,"Globo ""aposenta"" Jô Soares e coloca Pedro Bial com talk-show. ","Globo ""aposenta"" Jô Soares e coloca Pedro Bial com talk-show. Tiago Leifert ficará no comando do BBB.  Tiago Leifert será o próximo apresentador do programa Big Brother Brasil.  Pedro Bial terá um talk-show que entrará no lugar do Programa do Jô. O apresentador disse que o novo programa não está sendo encarado como uma ""substituição"" a Jô Soares. ""A historia do Jô na televisão não permite comparação. Imagino isso como uma sucessão de pai para filho"" disse Bial. O humorista Marcelo Adnet,  que havia sido anunciado como um possível substituto de Jô,  segue na ""geladeira global"".",https://www.diariodobrasil.org/globo-aposenta-jo-soares-e-coloca-pedro-bial-com-talk-show-tiago-leifert-ficara-no-comando-do-bbb/,
62,false,pt,webpage,political,2016,Dilma e o ponto eletrônico,"Dilma e o ponto eletrônico. Ex-presidenta irá ao senado para fazer sua defesa.  Dilma Rousseff irá ao Senado (no próximo dia 29) para fazer sua própria defesa.  A confirmação foi publicada pela ""Folha de S. Paulo"" e confirmada pelo jornal O GLOBO. A presidente afastada disse que não está preocupada com interrupções e até mesmo questionamentos agressivos da oposição. Ela vai falar durante 30 minutos. Ninguém merece! Em situações normais e sem estresse,  Dilma já é uma lástima quando tenta se comunicar. Durante 6 anos o país assistiu vários discursos de Dilma e o resultado foi uma tragédia verbal. Ela não tem organização de idéias e sua fala é desconexa,  incompreensível e sem lógica. Sabemos que o marqueteiro João Santana já deixou a cadeia em Curitiba e a dúvida que paira no ar é: Será que ela vai usar um ponto eletrônico?",https://www.diariodobrasil.org/dilma-e-o-ponto-eletronico-ex-presidenta-ira-ao-senado-para-fazer-sua-defesa/,
63,false,pt,webpage,political,2016,"Delação da OAS tem um capítulo exclusivo chamado ""BRAHMA"" e vai fazer Lula descer do pedestal. ","Delação da OAS tem um capítulo exclusivo chamado ""BRAHMA"" e vai fazer Lula descer do pedestal. A revista IstoÉ informou que a delação do presidente da empreiteira OAS [Léo Pinheiro] aborda um capítulo exclusivo de codinome ""capítulo Brahma"",  com nove temas de interesse do empreiteiro que teriam sido abordados com Lula. ""São citados numa mensagem encontrada pela PF o ""Programa Peru x Apoio Empresarial Peruano e Empresas Brasileiras"",  o ""Apoio Mundo-África"" e a ""Proposta Mundo-Bolívia""."" Débora Bergamasco e Sérgio Pardellas contam ainda que Lula viveu uma relação de amizade simbiótica com Léo Pinheiro desde os tempos do sindicalismo. O desenrolar das negociações [que estão fluindo como mel] fará a ""alma mais honesta do país"" descer do pedestal ético erguido por ele próprio com a contribuição dos seus fiéis seguidores. Léo Pinheiro vai provar que Lula se beneficiou pessoalmente dos esquemas que fraudaram a Petrobras.",https://www.diariodobrasil.org/delacao-da-oas-tem-um-capitulo-exclusivo-chamado-brahma-e-vai-fazer-lula-descer-do-pedestal/,
64,false,pt,webpage,society,2016,"Na Alemanha,  atirador abre fogo em cinema e atinge 25 pessoas.  ","Na Alemanha,  atirador abre fogo em cinema e atinge 25 pessoas.  O atirador estava vestindo uma máscara e abriu fogo dentro de um cinema.  O atentado aconteceu na cidade de Viernheim e deixou entre 25 e 50 pessoas feridas hoje (23),  de acordo com informações da emissora de TV pública alemã. A norte-americana ""CNN"" e a ""Reuters"" também noticiaram o fato. Viernheim fica próxima a Frankfurt. Ainda não se sabe o que motivou o ataque. O local foi cercado pela polícia e ainda não há informações se o atirador fez reféns. O jornal ""Darmstädter Echo"" informou pelo menos 50 pessoas podem estar feridas.",https://www.diariodobrasil.org/na-alemanha-atirador-abre-fogo-em-cinema-e-atinge-25-pessoas/,
65,false,pt,webpage,political,2016,"Cerveró sobre Dilma: ""Ela mente. É maluca [...] mas é uma maluquice calculada"".","Cerveró sobre Dilma: ""Ela mente. É maluca [...] mas é uma maluquice calculada"".  Veja abaixo o que disse Nestor Cerveró [ ex diretor internacional da Petrobras] quando Dilma Rousseff disse que não sabia da roubalheira em Pasadena.  ""É mentira! É mentira!"" E continua: ""Quando o negócio pegou fogo,  a maluca da Dilma foi dizer que não sabia,  que não estava informada. Dilma é maluca. Mas é uma maluquice calculada"" O caso da compra da Usina de Pasadena pela Petrobras é um dos maiores escândalos do governo petista. A empresa foi comprada pelos belgas por US$ 43 milhões e depois repassada para a Petrobras por US$ 1 bilhão. Dilma era a ministra das Minas e Energia e presidente do conselho da Petrobras. Disse que não sabia de nada! vídeo via Jornal da Cidade Online",https://www.diariodobrasil.org/cervero-sobre-dilma-ela-mente-e-maluca-mas-e-uma-maluquice-calculada/,
66,false,pt,webpage,political,2016,Vídeo mostra PM de Brasília retirando membros do MTST de local invadido.,"Vídeo mostra PM de Brasília retirando membros do MTST de local invadido. O povo aplaudiu!.  Vídeo mostra a Polícia Militar retirando integrantes baderneiros do MTST de prédio invadido em Brasília.  NOSSOS PARABÉNS,  POLÍCIA MILITAR!!! PRA CIMA DELES! Pergunta para os integrantes do MTST: Algum de vocês tem tem interesse em trabalhar?  Nem precisa responder! O PT esteve no poder durante 13 anos e vocês não ganharam casa nem terras? Vão cobrar do Lula e da Dilma. Invadam o sítio em Atibaia e o Triplex no Guarujá,  foram comprados com dinheiro de vocês. vídeo de André Basílio / O Brazil de fora do Brasil",https://www.diariodobrasil.org/video-mostra-pm-de-brasilia-retirando-membros-do-mtst-de-local-invadido-o-povo-aplaudiu/,
67,false,pt,webpage,political,2016,"Na contramão da crise! Câmara aprova criação de 14 mil cargos comissionados e diz: ""Passou sem querer"". ","Na contramão da crise! Câmara aprova criação de 14 mil cargos comissionados e diz: ""Passou sem querer"".  Em meio a crise econômica e política que avassala o país,  a Câmara dos Deputados deciciu dar uma ""mãozinha amiga"".  Nobres parlamentares permitiram a criação de mais de 14 mil cargos federais comissionados usando o argumento de que passou sem que fosse percebido. Ao assumir a presidência,  o governo interino de Michel Temer prometeu a extinção de mais 4 mil cargos até o fim deste ano. A criação de cargos passou junto com projeto de lei que aprovou aumento aos servidores da SUFRAMA  e o aumento vai demandar um impacto de $ 58 bilhões nos cofres públicos.",https://www.diariodobrasil.org/na-contramao-da-crise-camara-aprova-criacao-de-14-mil-cargos-comissionados-e-diz-passou-sem-querer/,
68,false,pt,webpage,political,2016,Ex-presidente da Transpetro negocia delação premiada e pode implodir a cúpula do PMDB,"Ex-presidente da Transpetro negocia delação premiada e pode implodir a cúpula do PMDB.  A divulgação de uma conversa em que Romero Jucá [ministro do Planejamento] diz que o governo Michel Temer agiria para conter a Operação Lava-Jato é parte de um acordo de delação.  O ex-presidente da Transpetro [Sérgio Machado] está negociando com o MPF e sua colaboração poderá ""arrebentar"" literalmente com a cúpula do PMDB do Senado. Senadores do PMDB bancaram a permanência de Machado por mais de uma década no comando da Transpetro. Machado foi indicação pessoal de Renan Calheiros,  presidente do Senado. A delação ainda poderá incluir nomes como o ex-presidente José Sarney,  o ex-ministro de Minas e Energia Edson Lobão e sabe-se lá mais quem!",https://www.diariodobrasil.org/ex-presidente-da-transpetro-negocia-delacao-premiada-e-pode-implodir-a-cupula-do-pmdb/,
69,false,pt,webpage,political,2016,"FUGIU? Filho de Lula foi para os EUA. PF teve que arrombar a porta do ""apê"" de luxo para cumprir mandado. ","FUGIU? Filho de Lula foi para os EUA. PF teve que arrombar a porta do ""apê"" de luxo para cumprir mandado.  Para cumprir um mandado de busca e apreensão na casa de Luis Claudio Lula da Silva ,  filho prodígio do ex-presidente Lula,  a PF precisou pular o muro e arrombar a porta do apartamento de luxo no bairro Jardins,  em SP.  A PF chegou às 5h50 noprédio onde o empresário,  citado na Operação Zelotes,  mora com a esposa. Os porteiros não deixaram a polícia entrar porque não havia ninguém em casa. A equipe então decidiu pular o portão e entrar no prédio. Logo após arrombaram a porta do apartamento e só permaneceram no local até às 9h da manhã. Os porteiros disseram à PF que Luis Claudio estava em Nova York. Há alguns meses,  Luis Cláudio instalou câmeras de segurança nos cômodos do apartamento. As instalações foram feitas após ele ser citado na Operação Zelotes. O imóvel onde Luis Cláudio mora é ""emprestado"" do advogado Roberto Teixeira,  que defende Lula. leia também:",https://www.diariodobrasil.org/fugiu-filho-de-lula-foi-para-os-eua-pf-teve-que-arrombar-a-porta-do-ape-de-luxo-para-cumprir-mandado/,
70,false,pt,webpage,political,2016,Polícia Federal encontra acervo do Palácio do Planalto escondido em galpão de sindicato no ABC,"Polícia Federal encontra acervo do Palácio do Planalto escondido em galpão de sindicato no ABC.  A PF encontrou hoje (4),  em um galpão ligado à sede do Sindicato dos Metalúrgicos do ABC,  parte do acervo da Presidência da República da gestão Lula.  Durante as operações de busca e apreensão realizadas hoje,  constatou-se que,  de fato,  o acervo não estava no sítio. Policiais Federais estão no local inventariando as peças,  que serão apreendidas. Advogados de Lula haviam informado à Justiça que todo o acervo estaria armazenado no Sítio Santa Bárbara,  em Atibaia. Nos últimos dias,  a PF descobriu que parte importante do acervo estava armazenada em oito guarda-volumes que foram pagos pela construtora OAS,  ao custo de 1, 3 milhão de reais,  ao longo de cinco anos. Leonardo Coutinho VEJA",https://www.diariodobrasil.org/policia-federal-encontra-acervo-do-palacio-do-planalto-escondido-em-galpao-de-sindicato-no-abc/,
71,false,pt,webpage,tv_celebrities,2016,"VÍDEO: Momento em que Lula ataca PF,  sistema judiciário e chama Sérgio Moro de ""um juiz qualquer"".","VÍDEO: Momento em que Lula ataca PF,  sistema judiciário e chama Sérgio Moro de ""um juiz qualquer"".  Em coletiva ao vivo nesta tarde,  via TVT (TV dos Trabalhadores),  Lula não poupou ninguém!.  ""Peço desculpas a minha esposa e meus filhos. A Marisa já trabalhava como doméstica aos 11 anos e aquele povo que foi lá em casa não. O Moro quis fazer um show pirotécnico"" disse Lula Ele atacou o sistema judiciário e soltou todo aquele mi-mi-mi de sempre [...] cotas na universidade, prouni, bolsa-família, luz para todos, etc... Lula disse que não aceita ver um ""juiz qualquer"" (se direcionando a Sérgio Moro) fazendo um bom trabalho e depois recebendo um prêmio da Rede Globo. O ex-presidente ainda ficou nervoso com as denúncias sobre os pedalinhos comprados pelo seu assessor e colocado no sítio de Atibaia. "" Estão preocupados com umas porcarias de pedalinhos e um barquinho de 4 mil? "" desabafou o ex-presidente. abaixo alguns trechos das falas de Lula na coletiva: 14h50min: Nós provamos que os pobres não eram problema e os pobres viraram a solução desse país. Isso incomodou muita gente. Eu deixei a presidência e achei que tinha cumprido com a minha tarefa. 15h05min: Estou indignado pelo que fizeram com minha família,  com meus companheiros do Instituto e do PT. Eu acho que eu merecia um pouco mais de respeito nesse país. 15h10min: Me senti ultrajado como se fosse um prisioneiro,  apesar do tratamento cortês dos delegados da Polícia Federal. Se quiseram matar a jararaca não bateram na cabeça,  acertaram o rabo. E a jararaca está viva como nunca esteve.",https://www.diariodobrasil.org/em-coletiva-via-internet-lula-ataca-pf-sistema-judiciario-e-sergio-moro-um-juiz-qualquer/,
72,false,pt,webpage,political,2016,"Mainardi: ""Dilma vai cair.","Mainardi: ""Dilma vai cair. Ela foi eleita com dinheiro roubado da Petrobras"" (vídeo).  Agora é fato: A presidente Dilma foi eleita com dinheiro roubado da Petrobras.  Se ela sabia? Isso ainda será investigado. Documentos encaminhados pelo juiz Sergio Moro ao TSE mostram exatamente como isso aconteceu. O PT repassou 22.045.000 reais à campanha de Dilma. Quem fez esse repasse foi o tesoureiro do PT,  João Vaccari Neto,  condenado e preso pela Lava Jato por ter abastecido o caixa eleitoral petista com propina de empreiteiras. Também há denúncias contra Edinho Silva. O TSE pode julgar imediatamente Dilma Rousseff. E cassar seu mandato. (antagonista.com)",https://www.diariodobrasil.org/antagonista-provas-encaminhadas-ao-tse-confirmam-que-dilma-foi-eleita-com-dinheiro-desviado/,
73,false,pt,webpage,political,2016,Partido Militar poderá lançar Coronel Telhada à Prefeitura de São Paulo.,"Partido Militar poderá lançar Coronel Telhada à Prefeitura de São Paulo.  Em processo de criação,  o Partido Militar Brasileiro (PMB) está de olho no deputado paulista Coronel Telhada.  Telhada atualmente exerce o cargo de Deputado Estadual pelo PSDB. Os militares querem lançá-lo à Prefeitura de São Paulo durante as eleições municipais desse ano. O coronel  é ex-comandante do 1o Batalhão de Policiamento de Choque de São Paulo,  a Rota. Caso a sua criação do partido seja confirmada,  ainda esse ano,  o PMB pretende lançar candidatos a prefeito em todas as capitais do país. No Rio,  os militares têm o sonho de filiar o deputado Jair Bolsonaro (PP) para que ele concorra à prefeitura.",https://www.diariodobrasil.org/partido-militar-podera-lancar-coronel-telhada-a-prefeitura-de-sao-paulo/,
74,false,pt,webpage,political,2016,Cãodidato vencedor: Presidente da Argentina publica foto com mascote na cadeira da presidência,"Cãodidato vencedor: Presidente da Argentina publica foto com mascote na cadeira da presidência.  O recém eleito presidente da Argentina,  Mauricio Macri,  publicou ontem (17) em sua conta oficial no Facebook uma foto de seu cachorro,  Balcarce,  sentado na cadeira presidencial na Casa Rosada,  sede da presidência argentina..  O cachorro foi adotado no ano passado pelo presidente e o acompanhou durante grande parte da campanha presidencial. Segundo Macri,  Balcarce se tornou um símbolo do respeito que seu partido tem pelos animais. Ainda de acordo com o novo presidente argentino,  o animal se tornou o primeiro cachorro da história do país a sentar na cadeira da presidência. ""Estamos muito orgulhosos dele"",  afirmou. E se a moda pegar? Que animal de estimação teremos na cadeira presidencial do Brasil?",https://www.diariodobrasil.org/caodidato-vencedor-presidente-da-argentina-publica-foto-com-mascote-na-cadeira-da-presidencia/,
75,false,pt,webpage,society,2016,Estado Islâmico mata 135 e sequestra outros 400 civis. ,"Estado Islâmico mata 135 e sequestra outros 400 civis. O grupo terrorista Estado Islâmico sequestrou cerca de 400 civis,  entre os quais mulheres e crianças,  depois de um ataque no sábado à cidade de Deir Ezzor,  na Síria,  durante o qual matou 135 pessoas,  divulgou hoje uma organização não-governamental. O diretor do Observatório Sírio dos Direitos Humanos (OSDH),  Rami Abdel Rahmane,  disse à agência de notícias francesa AFP que os cerca de 400 civis foram levados do bairro de Al-Baghaliyeh e outros próximos para as regiões controladas pelo Estado Islâmico (EI). Entre os sequestrados ""incluem-se mulheres,  crianças,  famílias e combatentes pró-regime"",  disse o responsável da ONG.",https://www.diariodobrasil.org/estado-islamico-mata-135-e-sequestra-outros-400-civis/,
76,false,pt,webpage,political,2016,Pátria Educadora? Mais de 53 mil candidatos tiraram ZERO na redação do ENEM. ,"Pátria Educadora? Mais de 53 mil candidatos tiraram ZERO na redação do ENEM.  O desempenho dos candidatos não foi nada bom. São essas notas que servem como referência para garantir uma vaga nas universidades públicas.  Mais de 53 mil candidatos que realizaram o Enem (Exame Nacional do Ensino Médio) 2015 zeraram a nota da redação. A nota da redação é zerada quando: o texto possui desenhos ou informações desconexas; o candidato deixa a prova em branco ou escreve menos de sete linhas; o participante desrespeita os Direitos Humanos; ou não segue o tipo de texto exigido  dissertativo-argumentativo. Sobre a polêmica do tema ""violência contra a mulher"" nas redes sociais,  Mercadante afirma que houve uma tentativa de crítica ideológica. ""Isso é um fato. O Brasil é o quinto país do mundo onde há mais violência contra a mulher"",  diz. O MEC confirmou que apenas 13 estudantes em todo o país tiraram nota máxima em matemática E olha que o MEC não considerou aí quem deixou a redação em branco. Só entrou no cálculo quem efetivamente escreveu um texto e escreveu muito mal. O desafio agora de quem,  ao contrário,  mandou bem é fazer a inscrição no Sisu,  o Sistema de Seleção Unificada.",https://www.diariodobrasil.org/patria-educadora-mais-de-53-mil-candidatos-tiraram-zero-na-redacao-do-enem/,
77,false,pt,webpage,tv_celebrities,2016,"Gilberto Barros se irrita com deputados brasileiros: ""São uns cretinos,  uns enganadores [...] uns vagabundos"". ","Gilberto Barros se irrita com deputados brasileiros: ""São uns cretinos,  uns enganadores [...] uns vagabundos"".  Assim como todo brasileiro (que está com o ""saco cheio"" dos políticos),  o apresentador Gilberto Barros também expressou sua indignação através das redes sociais.  "" É por isso que o brasileiro não gosta dos políticos "" disse Barros. ""É absurdo, vergonhoso. São uns cretinos,  uns vagabundos"" ,  completou. confira: abaixo,  um trecho da matéria publicada no site Congresso em Foco,  a que Gilberto Barros se refere: Em 2015,  menos de 4% dos 513 integrantes da Casa estiveram presentes em todos os dias em que o comparecimento era exigido,  ou seja,  aqueles em que há a chamada sessão deliberativa. Dos 19 parlamentares que marcaram presença em todos os 125 dias em que estavam previstas votações,  11 são ""calouros"" na Casa. Entre os ""veteranos"" mais presentes em plenário,  três também não tiveram nenhuma falta no mandato anterior: Manato (SD-ES),  Tiririca (PR-SP) e Lincoln Portela (PR-MG)",https://www.diariodobrasil.org/gilberto-barros-se-irrita-com-deputados-brasileiros-sao-uns-cretinos-uns-enganadores-uns-vagabundos/,
